,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Remunerazione,Unknown,106.28571428571429,0.0,2.5,0.0,2.2222222222222223,38.481610337972164
1,Discriminazione,Unknown,42.857142857142854,0.8241758241758248,1.25,1.1111111111111112,1.1111111111111112,14.264413518886675
2,Ambiente,Unknown,300.0,30.494505494505518,10.0,2.2222222222222223,8.88888888888889,100.0
3,Pubbliche,Unknown,200.14285714285714,60.164835164835154,7.5,3.3333333333333335,6.666666666666667,51.180417495029815
4,Sociale,Unknown,299.57142857142856,103.02197802197801,8.75,4.444444444444445,7.777777777777779,72.50248508946322
5,Di,Unknown,116.14285714285714,120.32967032967034,3.75,5.555555555555555,3.3333333333333335,0.0
6,Economica,Unknown,300.0,176.3736263736264,10.0,6.666666666666667,10.0,45.01739562624253
7,Resolamenti,Unknown,189.42857142857142,178.84615384615384,6.25,7.777777777777779,5.555555555555555,2.41053677932405
8,Esterna,Unknown,0.0,181.3186813186813,0.0,8.88888888888889,0.0,66.76192842942345
9,Salute e sicurezza sul,Unknown,158.14285714285714,300.0,5.0,10.0,4.444444444444445,51.888667992047715
