,Label,Macrotheme,GroupRel,StakeRel,RankGroup,RankStake,RankAbsolute,Alignment
0,Molto rilevante,Unknown,300.0,0.0,10.0,0.0,10.0,100.0
1,Approvvigionamenti sostenibili,Unknown,157.40890688259108,40.87812263436791,4.166666666666667,0.8333333333333334,4.166666666666667,33.18741704736151
2,Rilevante,Unknown,0.0,63.13398940196819,0.0,1.6666666666666667,0.0,13.742314115776766
3,Corporate citizenahlp,Unknown,99.59514170040485,69.94700984102951,2.5,2.5,2.5,1.5480251412622337
4,Offerta sostenibile,Unknown,164.93927125506073,125.81377744133232,5.0,3.3333333333333335,5.0,4.999323655581316
5,Stakeholder,Unknown,0.0,161.69568508705527,0.0,4.166666666666667,0.8333333333333334,49.634774013909926
6,Corpo rate governance,Unknown,234.17004048582996,177.3656320968963,6.666666666666667,5.0,6.666666666666667,11.437318943938413
7,Investimenti sostenibili,Unknown,113.92712550607287,188.26646479939438,3.3333333333333335,5.833333333333334,3.3333333333333335,17.822880798648917
8,Promozione del dipendente,Unknown,290.7692307692308,221.87736563209688,8.333333333333334,6.666666666666667,8.333333333333334,15.83911574328913
9,Impegno del dipendente,Unknown,295.38461538461536,250.9462528387585,9.166666666666668,7.5,9.166666666666668,6.934070481784898
10,Risk management,Unknown,248.2591093117409,273.6563209689629,7.5,8.333333333333334,7.5,0.0
11,Rilevante,Unknown,0.0,280.4693414080242,0.0,9.166666666666668,1.6666666666666667,92.88766923677544
12,Aspettative e protezione dei,Unknown,225.91093117408906,300.0,5.833333333333334,10.0,5.833333333333334,17.73174171411123
